smiles,ccdid,description,sm_check,rd_smiles,res_smiles
C(CC(=O)N=O)C(C(=O)O)N,A1L4B,(2s)-2-azanyl-5-nitroso-5-oxidanylidene-pentanoic acid,True,NC(CCC(=O)N=O)C(=O)O,NC(C=O)CCC(=O)N=O
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C5C(O4)N(C(=N)O5)CCCC(C(=O)O)N)O)O)O)N,A1LTQ,adp-riboxanated arginine,True,N=C1OC2C(O)C(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)OC2N1CCCC(N)C(=O)O,N=C1OC2C(O)C(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)OC2N1CCCC(N)C=O
C(CC(C(=O)O)N)C(C[NH3+])O,A1LUV,(5s)-5-hydroxy-lysine,True,NCC(O)CCC(N)C(=O)O,NCC(O)CCC(N)C=O
CC(C(=O)O)NCCc1c[nH]c2c1cccc2,A1LWG,(2~{r})-2-[2-(1~{h}-indol-3-yl)ethylamino]propanoic acid,True,CC(NCCc1c[nH]c2ccccc12)C(=O)O,CC(C=O)NCCc1c[nH]c2ccccc12
C(CCNC(=O)CCCC=O)CC(C(=O)O)N,A1LWV,(2~{s})-2-azanyl-6-(5-oxidanylidenepentanoylamino)hexanoic acid,True,NC(CCCCNC(=O)CCCC=O)C(=O)O,NC(C=O)CCCCNC(=O)CCCC=O
CCOc1ccc(cc1)CC(C(=O)O)N,A30,o-ethyl-l-tyrosine,True,CCOc1ccc(CC(N)C(=O)O)cc1,CCOc1ccc(CC(N)C=O)cc1
CC(=O)Nc1ccc(cc1)CC(C(=O)O)N,A3U,4-acetamido-l-phenylalanine,True,CC(=O)Nc1ccc(CC(N)C(=O)O)cc1,CC(=O)Nc1ccc(CC(N)C=O)cc1
[H]N=C(CC(C(=O)O)N)OC(=O)O,A5N,o-carboxy-4-imino-l-homoserine,True,N=C(CC(N)C(=O)O)OC(=O)O,N=C(CC(N)C=O)OC(=O)O
C=C(CC(C(=O)O)N)Br,A8E,(2s)-2-amino-4-bromopent-4-enoic acid,True,C=C(Br)CC(N)C(=O)O,C=C(Br)CC(N)C=O
CCC(C(=O)O)N,AA3,2-aminobutyric acid,True,CCC(N)C(=O)O,CCC(N)C=O
C(CC(C(=O)O)N)CO,AA4,2-amino-5-hydroxypentanoic acid,True,NC(CCCO)C(=O)O,NC(C=O)CCCO
CNC(Cc1cc(c(cc1NCO)O)O)C(=O)O,AA6,"3-[4,5-dihydroxy-2-2-(2-hydroxyethylamino)-phenyl]-2-methylamino-propionic acid",True,CNC(Cc1cc(O)c(O)cc1NCO)C(=O)O,CNC(C=O)Cc1cc(O)c(O)cc1NCO
[B-](CCCCC(C(=O)O)[NH3+])(O)(O)O,AB5,2(s)-amino-6-boronohexanoic acid,True,[NH3+]C(CCCC[B-](O)(O)O)C(=O)O,[NH3+]C(C=O)CCCC[B-](O)(O)O
[B-](CCCCC(C(=O)O)N)(O)(O)O,ABH,2(s)-amino-6-boronohexanoic acid,True,NC(CCCC[B-](O)(O)O)C(=O)O,NC(C=O)CCCC[B-](O)(O)O
C1CCC(C1)(C(=O)O)N,AC5,1-aminocyclopentanecarboxylic acid,True,NC1(C(=O)O)CCCC1,NC1(C=O)CCCC1
C1=CC(C=CC1CCC(C(=O)O)N)N,ACZ,cis-amiclenomycin,True,NC1C=CC(CCC(N)C(=O)O)C=C1,NC1C=CC(CCC(N)C=O)C=C1
CC(C)CC=CC=CC(=O)NC(CC(=O)N)C(=O)O,AFA,"n-[7-methyl-oct-2,4-dienoyl]asparagine",True,CC(C)CC=CC=CC(=O)NC(CC(N)=O)C(=O)O,CC(C)CC=CC=CC(=O)NC(C=O)CC(N)=O
c1nc2c(n1CC(C(=O)O)N)N=C(NC2=O)N,AGD,"3-(2-amino-6-oxo-1,6-dihydro-9h-purin-9-yl)-d-alanine",True,Nc1nc2c(ncn2CC(N)C(=O)O)c(=O)[nH]1,Nc1nc2c(ncn2CC(N)C=O)c(=O)[nH]1
CCCCS(=O)(=O)NC(Cc1ccc(cc1)OCCCCC2CCNCC2)C(=O)O,AGG,tirofiban,True,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CCCCS(=O)(=O)NC(C=O)Cc1ccc(OCCCCC2CCNCC2)cc1
CC(CCC(C(=O)O)N)NC(=[NH2+])N,AGM,5-methyl-arginine,True,CC(CCC(N)C(=O)O)NC(=N)N,CC(CCC(N)C=O)NC(=N)N
C1=C(C(=O)C=C(C1=NNC(=N)N)O)CC(C(=O)O)N,AGQ,"3-[(3e)-3-(carbamimidoylhydrazono)-4-hydroxy-6-oxocyclohexa-1,4-dien-1-yl]-l-alanine",True,N=C(N)NN=C1C=C(CC(N)C(=O)O)C(=O)C=C1O,N=C(N)NN=C1C=C(CC(N)C=O)C(=O)C=C1O
C(CCNC(N)SCC(C(=O)O)N)CN,AGT,s-{(s)-amino[(4-aminobutyl)amino]methyl}-l-cysteine,True,NCCCCNC(N)SCC(N)C(=O)O,NCCCCNC(N)SCC(N)C=O
C(C(C(=O)N)O)(C(=O)O)N,AHB,beta-hydroxyasparagine,True,NC(=O)C(O)C(N)C(=O)O,NC(=O)C(O)C(N)C=O
CC(=O)N(CCCC(C(=O)O)N)O,AHO,n-acetyl-n-hydroxy-l-ornithine,True,CC(=O)N(O)CCCC(N)C(=O)O,CC(=O)N(O)CCCC(N)C=O
CCCCCC(C(=O)O)N,AHP,2-amino-heptanoic acid,True,CCCCCC(N)C(=O)O,CCCCCC(N)C=O
CC(C)(C(=O)O)N,AIB,alpha-aminoisobutyric acid,True,CC(C)(N)C(=O)O,CC(C)(N)C=O
C(C(C(=O)O)N)N(N=O)O,AL0,3-[hydroxy(nitroso)amino]-l-alanine,True,NC(CN(O)N=O)C(=O)O,NC(C=O)CN(O)N=O
C1CCC(CC1)CC(C(=O)O)N,ALC,2-amino-3-cyclohexyl-propionic acid,True,NC(CC1CCCCC1)C(=O)O,NC(C=O)CC1CCCCC1
c1ccc2c(c1)cccc2CC(C(=O)O)N,ALN,naphthalen-2-yl-3-alanine,True,NC(Cc1cccc2ccccc12)C(=O)O,NC(C=O)Cc1cccc2ccccc12
C(C(O)OS(=O)(=O)O)(C(=O)O)N,ALS,(3s)-3-(sulfooxy)-l-serine,True,NC(C(=O)O)C(O)OS(=O)(=O)O,NC(C=O)C(O)OS(=O)(=O)O
CC(=O)NCCCCC(C(=O)O)N,ALY,n(6)-acetyllysine,True,CC(=O)NCCCCC(N)C(=O)O,CC(=O)NCCCCC(N)C=O
Cc1c(c(c(cn1)COP(=O)(O)O)CNC(C)(CC(=O)O)C(=O)O)O,AMA,2-[(3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl)-amino]-2-methyl-succinic acid,True,Cc1ncc(COP(=O)(O)O)c(CNC(C)(CC(=O)O)C(=O)O)c1O,Cc1ncc(COP(=O)(O)O)c(CNC(C)(C=O)CC(=O)O)c1O
COC=CC(C(=O)O)N,AMB,l-2-amino-4-methoxy-cis-but-3-enoic acid,True,COC=CC(N)C(=O)O,COC=CC(N)C=O
CC(=O)NC(CCSC)C(=O)O,AME,n-acetylmethionine,True,CSCCC(NC(C)=O)C(=O)O,CSCCC(C=O)NC(C)=O
CCCCCCCC(C(=O)O)N,AN8,(2s)-2-aminononanoic acid,True,CCCCCCCC(N)C(=O)O,CCCCCCCC(N)C=O
Cc1cccc(c1)CC(C(=O)O)N,APD,3-methylphenylalanine,True,Cc1cccc(CC(N)C(=O)O)c1,Cc1cccc(CC(N)C=O)c1
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(NCCCCC(C=O)N)O)O)O)N,APK,5'-o-[(s)-{[(5s)-5-amino-6-oxohexyl]amino}(hydroxy)phosphoryl]adenosine,True,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)NCCCCC(N)C=O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)NCCCCC(N)C=O)C(O)C1O
c1cc(cc(c1)C(=N)N)CC(C(=O)O)N,APM,m-amidinophenyl-3-alanine,True,N=C(N)c1cccc(CC(N)C(=O)O)c1,N=C(N)c1cccc(CC(N)C=O)c1
Cc1c(c(c(cn1)COP(=O)(O)O)CNC(CNc2ccccc2O)C(=O)O)O,AQ3,n-({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methyl)-3-[(2-hydroxyphenyl)amino]-d-alanine,True,Cc1ncc(COP(=O)(O)O)c(CNC(CNc2ccccc2O)C(=O)O)c1O,Cc1ncc(COP(=O)(O)O)c(CNC(C=O)CNc2ccccc2O)c1O
CCC(=O)N1CCCC(C1)C(=O)NC(C)C(=O)O,AQ7,n-[(3r)-1-propanoylpiperidine-3-carbonyl]-l-alanine,True,CCC(=O)N1CCCC(C(=O)NC(C)C(=O)O)C1,CCC(=O)N1CCCC(C(=O)NC(C)C=O)C1
C(CC(=O)OC1C(C(C(O1)CO)O)(O)F)C(C(=O)O)N,AR4,"2-azanyl-5-[3-fluoranyl-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]oxy-5-oxidanylidene-pentanoic acid",True,NC(CCC(=O)OC1OC(CO)C(O)C1(O)F)C(=O)O,NC(C=O)CCC(=O)OC1OC(CO)C(O)C1(O)F
C(C(CNC(=[NH2+])N)O)C(C(=O)O)N,ARO,c-gamma-hydroxy arginine,True,N=C(N)NCC(O)CC(N)C(=O)O,N=C(N)NCC(O)CC(N)C=O
C=CC[NH+]=C(N)NCCCC(C(=O)O)N,ARV,5-n-allyl-arginine,True,C=CCN=C(N)NCCCC(N)C(=O)O,C=CCN=C(N)NCCCC(N)C=O
C(C=O)C(C(=O)O)N,AS2,(2r)-2-amino-4-oxobutanoic acid,True,NC(CC=O)C(=O)O,NC(C=O)CC=O
c1cc(ccc1CNC(=O)CC(C(=O)O)N)C#N,AS7,n4-(4-cyanobenzyl)-l-asparagine,True,N#Cc1ccc(CNC(=O)CC(N)C(=O)O)cc1,N#Cc1ccc(CNC(=O)CC(N)C=O)cc1
CP(=O)(NC(CC(=O)O)C(=O)O)O,AS9,n-[hydroxy(methyl)phosphoryl]-l-aspartic acid,True,CP(=O)(O)NC(CC(=O)O)C(=O)O,CP(=O)(O)NC(C=O)CC(=O)O
C(C(C=O)N)C(=O)O,ASA,aspartic aldehyde,True,NC(C=O)CC(=O)O,NC(C=O)CC(=O)O
C(C(C(=O)O)N)C(=O)OCC(=O)O,ASB,aspartic acid-4-carboxymethyl ester,True,NC(CC(=O)OCC(=O)O)C(=O)O,NC(C=O)CC(=O)OCC(=O)O
C(C(C(=O)[O-])N)C(=O)O,ASI,l-iso-aspartate,True,NC(CC(=O)O)C(=O)O,NC(C=O)CC(=O)O
CC(C(=O)O)OC(=O)CC(C(=O)O)N,ASL,aspartic acid-4-carboxyethyl ester,True,CC(OC(=O)CC(N)C(=O)O)C(=O)O,CC(OC(=O)CC(N)C=O)C(=O)O
c1ccn(c1)C(=O)CC(C(=O)O)N,ASM,2-amino-4-oxo-4(1h-pyrrol-1-yl)butanoic acid,True,NC(CC(=O)n1cccc1)C(=O)O,NC(C=O)CC(=O)n1cccc1
C(C(C(=O)O)N)C(=O)OP(=O)(O)O,ASQ,phosphoaspartate,True,NC(CC(=O)OP(=O)(O)O)C(=O)O,NC(C=O)CC(=O)OP(=O)(O)O
CC(CC=CCCC[n+]1cccc2c1cccc2)C(C(C(=O)O)NC)O,AUX,"4-methyl-4-[8-quinolinium-4-ene]-4,n-methyl-threonine",True,CNC(C(=O)O)C(O)C(C)CC=CCCC[n+]1cccc2ccccc21,CNC(C=O)C(O)C(C)CC=CCCC[n+]1cccc2ccccc21
CN(C)C(Cc1c[nH]cn1)C(=O)O,AVI,"n,n-dimethyl-l-histidine",True,CN(C)C(Cc1c[nH]cn1)C(=O)O,CN(C)C(C=O)Cc1c[nH]cn1
c1c([nH]c[nH+]1)CC(C(=O)O)[NH+]2CCCC2,AVO,pyrrolidinohistidine,True,O=C(O)C(Cc1cnc[nH]1)N1CCCC1,O=CC(Cc1cnc[nH]1)N1CCCC1
c1cc(ccc1CCN)S(NC(CO)C(=O)O)(O)O,AXZ,2-{[dihydroxy(4-aminoethylphenyl)-{4}-sulfanyl]amino}-3-hydroxypropanoic acid,True,NCCc1ccc(S(O)(O)NC(CO)C(=O)O)cc1,NCCc1ccc(S(O)(O)NC(C=O)CO)cc1
CC(C(=O)O)NC(=O)C,AYA,n-acetylalanine,True,CC(=O)NC(C)C(=O)O,CC(=O)NC(C)C=O
C(CN=[N+]=N)C(C(=O)O)N,AZH,azidohomoalanine,True,N=[N+]=NCCC(N)C(=O)O,N=[N+]=NCCC(N)C=O
C(C(C(=O)O)N)OC(=O)C=[N+]=[N-],AZS,o-diazoacetyl-l-serine,True,[N-]=[N+]=CC(=O)OCC(N)C(=O)O,[N-]=[N+]=CC(=O)OCC(N)C=O
c1cc(c(cc1CC(C(=O)O)N)N=[N+]=[N-])O,AZY,3-azido-l-tyrosine,True,[N-]=[N+]=Nc1cc(CC(N)C(=O)O)ccc1O,[N-]=[N+]=Nc1cc(CC(N)C=O)ccc1O
CC(C)(C)OC(=O)NC(Cc1ccc(cc1)O)C(=O)O,B1C,n-(tert-butoxycarbonyl)-l-tyrosine,True,CC(C)(C)OC(=O)NC(Cc1ccc(O)cc1)C(=O)O,CC(C)(C)OC(=O)NC(C=O)Cc1ccc(O)cc1
CN1C(=C(C(=O)N(C1=O)C)C(=O)NCC(=O)O)O,B2E,"(6-hydroxy-1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidine-5-carbonyl)glycine",True,Cn1c(O)c(C(=O)NCC(=O)O)c(=O)n(C)c1=O,Cn1c(O)c(C(=O)NCC=O)c(=O)n(C)c1=O
c1c([nH]c(n1)N)CC(C(=O)O)N,B3U,2-amino-l-histidine,True,Nc1ncc(CC(N)C(=O)O)[nH]1,Nc1ncc(CC(N)C=O)[nH]1
CCCC(CCC)(C(=O)O)N,B5I,2-propyl-l-norvaline,True,CCCC(N)(CCC)C(=O)O,CCCC(N)(C=O)CCC
CC(=C(C(=O)O)N)S,BB6,(2z)-2-amino-3-sulfanylbut-2-enoic acid,True,CC(S)=C(N)C(=O)O,CC(S)=C(N)C=O
COCC(=C(C(=O)O)N)S,BB7,(2z)-2-amino-4-methoxy-3-sulfanylbut-2-enoic acid,True,COCC(S)=C(N)C(=O)O,COCC(S)=C(N)C=O
c1ccc(cc1)C(C(C(=O)O)N)O,BB8,"(2s,3s)-beta-hydroxy-phenylalanine",True,NC(C(=O)O)C(O)c1ccccc1,NC(C=O)C(O)c1ccccc1
C(=C(C(=O)O)N)S,BB9,(2z)-2-amino-3-sulfanylprop-2-enoic acid,True,NC(=CS)C(=O)O,NC(C=O)=CS
CC(C(=O)O)NC(=O)OCc1ccccc1,BBL,n-[(benzyloxy)carbonyl]-l-alanine,True,CC(NC(=O)OCc1ccccc1)C(=O)O,CC(C=O)NC(=O)OCc1ccccc1
C(CC(=O)O)C(C(=O)O)NC(=O)C(CC(=O)O)(CC(=O)O)O,BC8,beta-citryl-l-glutamic acid,True,O=C(O)CCC(NC(=O)C(O)(CC(=O)O)CC(=O)O)C(=O)O,O=CC(CCC(=O)O)NC(=O)C(O)(CC(=O)O)CC(=O)O
c1ccc(cc1)CSCC(C(=O)O)N,BCS,benzylcysteine,True,NC(CSCc1ccccc1)C(=O)O,NC(C=O)CSCc1ccccc1
C[N+](C)(C)CC(=O)O,BET,trimethyl glycine,True,C[N+](C)(C)CC(=O)O,C[N+](C)(C)CC=O
CC(CCBr)C(C(=O)O)N,BIU,5-bromo-l-isoleucine,True,CC(CCBr)C(N)C(=O)O,CC(CCBr)C(N)C=O
C(CC(=O)O)C(CP(=O)(CCC(C(=O)O)N)O)C(=O)O,BIX,(2s)-2-{[(s)-[(3s)-3-amino-3-carboxypropyl](hydroxy)phosphoryl]methyl}pentanedioic acid,True,NC(CCP(=O)(O)CC(CCC(=O)O)C(=O)O)C(=O)O,NC(C=O)CCP(=O)(O)CC(CCC(=O)O)C(=O)O
CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,BL2,n-(tert-butoxycarbonyl)-l-leucine,True,CC(C)CC(NC(=O)OC(C)(C)C)C(=O)O,CC(C)CC(C=O)NC(=O)OC(C)(C)C
CC=CCC(C)C(C(C(=O)O)NC)O,BMT,"4-methyl-4-[(e)-2-butenyl]-4,n-methyl-threonine",True,CC=CCC(C)C(O)C(NC)C(=O)O,CC=CCC(C)C(O)C(C=O)NC
CC(=O)NC(Cc1ccc(cc1)C(=N)N)C(=O)O,BNN,acetyl-p-amidinophenylalanine,True,CC(=O)NC(Cc1ccc(C(=N)N)cc1)C(=O)O,CC(=O)NC(C=O)Cc1ccc(C(=N)N)cc1
c1ccnc(c1)c2ccc(cn2)CC(C(=O)O)N,BP5,"3-(2,2'-bipyridin-5-yl)-l-alanine",True,NC(Cc1ccc(-c2ccccn2)nc1)C(=O)O,NC(C=O)Cc1ccc(-c2ccccn2)nc1
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OCC(C=O)N)O)O,BQL,"[(2~{s})-2-azanyl-3-oxidanylidene-propyl] [(2~{r},3~{s},4~{r},5~{r})-5-[2,4-bis(oxidanylidene)pyrimidin-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methyl hydrogen phosphate",True,NC(C=O)COP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,NC(C=O)COP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O
CC(C(C=O)N)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=O)NC2=O)O)O,BQO,"[(2~{r},3~{s})-3-azanyl-4-oxidanylidene-butan-2-yl] [(2~{r},3~{s},4~{r},5~{r})-5-[2,4-bis(oxidanylidene)pyrimidin-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methyl hydrogen phosphate",True,CC(OP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)C(N)C=O,CC(OP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)C(N)C=O
c1cc(c2c(c1C(=O)O)NC(C3C2C=CC3)C(=O)O)[N+](=O)[O-],BR0,"(3as,4r,9br)-9-nitro-3a,4,5,9b-tetrahydro-3h-cyclopenta[c]quinoline-4,6-dicarboxylic acid",True,O=C(O)c1ccc([N+](=O)[O-])c2c1NC(C(=O)O)C1CC=CC21,O=CC1Nc2c(C(=O)O)ccc([N+](=O)[O-])c2C2C=CCC12
CCCCS(=N)(=O)CCC(C(=O)O)N,BSC,(2s)-2-amino-4-(s-butylsulfonimidoyl)butanoic acid,True,CCCCS(=N)(=O)CCC(N)C(=O)O,CCCCS(=N)(=O)CCC(N)C=O
CCCC(=O)NCCCCC(C(=O)O)N,BTK,n~6~-butanoyl-l-lysine,True,CCCC(=O)NCCCCC(N)C(=O)O,CCCC(=O)NCCCCC(N)C=O
c1cc2c(cc1Br)[nH]cc2CC(C(=O)O)N,BTR,6-bromo-tryptophan,True,NC(Cc1c[nH]c2cc(Br)ccc12)C(=O)O,NC(C=O)Cc1c[nH]c2cc(Br)ccc12
CCCCSSCC(C(=O)O)N,BUC,"s,s-butylthiocysteine",True,CCCCSSCC(N)C(=O)O,CCCCSSCC(N)C=O
CC(C)(C)C(C(=O)O)N,BUG,3-methyl-l-valine,True,CC(C)(C)C(N)C(=O)O,CC(C)(C)C(N)C=O
C1C2CC3CC1CC(C2)(C3)CC(C(=O)O)N,BW5,(2~{s})-3-(1-adamantyl)-2-azanyl-propanoic acid,True,NC(CC12CC3CC(CC(C3)C1)C2)C(=O)O,NC(C=O)CC12CC3CC(CC(C3)C1)C2
C1C(C(C(C(O1)OCC(C(=O)O)N)O)O)O,BWB,"(2~{s})-2-azanyl-3-[(2~{s},5~{r})-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-propanoic acid",True,NC(COC1OCC(O)C(O)C1O)C(=O)O,NC(C=O)COC1OCC(O)C(O)C1O
CCCCNC(=N)NCCCC(C(=O)O)N,BWV,n~5~-(n-butylcarbamimidoyl)-l-ornithine,True,CCCCNC(=N)NCCCC(N)C(=O)O,CCCCNC(=N)NCCCC(N)C=O
CC(C)CC(C(=O)O)NC(=O)OC(CCC(=O)O)C(=O)O,BXK,(2~{s})-2-[[(2~{r})-4-methyl-1-oxidanyl-1-oxidanylidene-pentan-2-yl]carbamoyloxy]pentanedioic acid,True,CC(C)CC(NC(=O)OC(CCC(=O)O)C(=O)O)C(=O)O,CC(C)CC(C=O)NC(=O)OC(CCC(=O)O)C(=O)O
CCN(C)C(=O)OCC(C(=O)O)N,BXT,(2~{s})-2-azanyl-3-[ethyl(methyl)carbamoyl]oxy-propanoic acid,True,CCN(C)C(=O)OCC(N)C(=O)O,CCN(C)C(=O)OCC(N)C=O
c1cc(c(cc1CC(C(=O)O)N)Br)O,BYR,3-bromo-l-tyrosine,True,NC(Cc1ccc(O)c(Br)c1)C(=O)O,NC(C=O)Cc1ccc(O)c(Br)c1
CCC(=O)CC(CC(C)CC(C(=O)O)N)O,BZK,"(2s, 4s, 6s)-2-amino-6-hydroxy-4-methyl-8-oxodecanoic acid",True,CCC(=O)CC(O)CC(C)CC(N)C(=O)O,CCC(=O)CC(O)CC(C)CC(N)C=O
CCCCCCCCNC(=N)NCCCC(C(=O)O)N,C1J,n~5~-(n-octylcarbamimidoyl)-l-ornithine,True,CCCCCCCCNC(=N)NCCCC(N)C(=O)O,CCCCCCCCNC(=N)NCCCC(N)C=O
C=CCSSCC(C(=O)O)N,C1S,3-(prop-2-en-1-yldisulfanyl)-l-alanine,True,C=CCSSCC(N)C(=O)O,C=CCSSCC(N)C=O
CC1=C(C(=O)C(C(C1=O)O)SCC(C(=O)O)N)O,C1T,"s-[(1s,6r)-3,6-dihydroxy-4-methyl-2,5-dioxocyclohex-3-en-1-yl]-l-cysteine",True,CC1=C(O)C(=O)C(SCC(N)C(=O)O)C(O)C1=O,CC1=C(O)C(=O)C(SCC(N)C=O)C(O)C1=O
C1C(C(C(=NCCCCC(C(=O)O)N)CS1)CC(=O)O)CCC(=O)O,C1X,"(z)-n~6~-[(4r,5s)-5-(2-carboxyethyl)-4-(carboxymethyl)dihydro-2h-thiopyran-3(4h)-ylidene]-l-lysine",True,NC(CCCCN=C1CSCC(CCC(=O)O)C1CC(=O)O)C(=O)O,NC(C=O)CCCCN=C1CSCC(CCC(=O)O)C1CC(=O)O
C(C(C(=O)O)N)Cl,C22,3-chloro-l-alanine,True,NC(CCl)C(=O)O,NC(C=O)CCl
CN1C(CNC2=C1C(=O)NC(=N2)N)CNc3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O,C2F,"5-methyl-5,6,7,8-tetrahydrofolic acid",True,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(C=O)CCC(=O)O)cc1
CC(NO)(O)SCC(C(=O)O)N,C3Y,s-[(1s)-1-hydroxy-1-(hydroxyamino)ethyl]-l-cysteine,True,CC(O)(NO)SCC(N)C(=O)O,CC(O)(NO)SCC(N)C=O
C(CC(C(=O)O)N)CNC(=N)NCCCN,C4G,n~5~-[n-(3-aminopropyl)carbamimidoyl]-l-ornithine,True,N=C(NCCCN)NCCCC(N)C(=O)O,N=C(NCCCN)NCCCC(N)C=O
C1CC(CC1C(=O)O)(C(=O)O)N,C5A,"(1s,3s)-1-aminocyclopentane-1,3-dicarboxylic acid",True,NC1(C(=O)O)CCC(C(=O)O)C1,NC1(C=O)CCC(C(=O)O)C1
C1CCC(C1)SSCC(C(=O)O)N,C5C,s-cyclopentyl thiocysteine,True,NC(CSSC1CCCC1)C(=O)O,NC(C=O)CSSC1CCCC1
C(CC(C(=O)O)N)CNC(=N)NCCC(=O)O,C67,n~5~-[n-(2-carboxyethyl)carbamimidoyl]-l-ornithine,True,N=C(NCCCC(N)C(=O)O)NCCC(=O)O,N=C(NCCCC(N)C=O)NCCC(=O)O
CC(C)CC(C(=O)O)OC(=O)NC(CCC(=O)O)C(=O)O,C68,(2~{s})-2-[[(2~{s})-4-methyl-1-oxidanyl-1-oxidanylidene-pentan-2-yl]oxycarbonylamino]pentanedioic acid,True,CC(C)CC(OC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O,CC(C)CC(OC(=O)NC(C=O)CCC(=O)O)C(=O)O
C1CCC(CC1)SSCC(C(=O)O)N,C6C,s-cyclohexyl thiocysteine,True,NC(CSSC1CCCCC1)C(=O)O,NC(C=O)CSSC1CCCCC1
C(CC(C(=O)O)N)CNC(=N)NCCCO,C6D,n~5~-[n-(3-hydroxypropyl)carbamimidoyl]-l-ornithine,True,N=C(NCCCO)NCCCC(N)C(=O)O,N=C(NCCCO)NCCCC(N)C=O
Cc1c(c(c(cn1)COP(=O)(O)O)CNC(CS)C(=O)O)O,C6P,n-({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methyl)-l-cysteine,True,Cc1ncc(COP(=O)(O)O)c(CNC(CS)C(=O)O)c1O,Cc1ncc(COP(=O)(O)O)c(CNC(C=O)CS)c1O
c1cc(cc(c1)C(=O)N)CCN(CCCC(C(=O)O)N)CC2C(C(C(O2)n3cnc4c3ncnc4N)O)O,C8J,"(2~{r})-5-[2-(3-aminocarbonylphenyl)ethyl-[[(2~{r},3~{s},4~{r},5~{r})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methyl]amino]-2-azanyl-pentanoic acid",True,NC(=O)c1cccc(CCN(CCCC(N)C(=O)O)CC2OC(n3cnc4c(N)ncnc43)C(O)C2O)c1,NC(=O)c1cccc(CCN(CCCC(N)C=O)CC2OC(n3cnc4c(N)ncnc43)C(O)C2O)c1
C(C(C(=O)O)N)C(C=O)(O)O,CAB,"4,4-dihydroxy-5-oxo-l-norvaline",True,NC(CC(O)(O)C=O)C(=O)O,NC(C=O)CC(O)(O)C=O
C(CON)C(C(=O)O)N,CAN,canaline,True,NOCCC(N)C(=O)O,NOCCC(N)C=O
C(C(C(=O)O)N)SCC(=O)O,CAY,carboxymethylenecysteine,True,NC(CSCC(=O)O)C(=O)O,NC(C=O)CSCC(=O)O
C#CCN(Cc1ccc2c(c1)C(=O)N=C(N2)N)c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O,CB3,"10-propargyl-5,8-dideazafolic acid",True,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(C=O)CCC(=O)O)cc1
Cc1c(c(c(cn1)COP(=O)(O)O)CNC(C(C(=O)O)O)(C(=O)O)O)O,CBA,"n-pyridoxyl-2,3-dihydroxyaspartic acid-5-monophosphate",True,Cc1ncc(COP(=O)(O)O)c(CNC(O)(C(=O)O)C(O)C(=O)O)c1O,Cc1ncc(COP(=O)(O)O)c(CNC(O)(C=O)C(O)C(=O)O)c1O
C1CCC(C1)OC(=O)NCCCCC(C(=O)O)N,CCL,n~6~-[(cyclopentyloxy)carbonyl]-d-lysine,True,NC(CCCCNC(=O)OC1CCCC1)C(=O)O,NC(C=O)CCCCNC(=O)OC1CCCC1
CSCCC(C(=O)O)NC(=O)N,CDT,4-methylsulfanyl-2-ureido-butyric acid,True,CSCCC(NC(N)=O)C(=O)O,CSCCC(C=O)NC(N)=O
