smiles,ccdid,description,sm_check,rd_smiles,res_smiles
c1c(scn1)CC(C(=O)O)N,Q75,"3-(1,3-thiazol-5-yl)-l-alanine",True,NC(Cc1cncs1)C(=O)O,NC(C=O)Cc1cncs1
c1cscc1CC(C(=O)O)N,Q78,l-3-thienylalanine,True,NC(Cc1ccsc1)C(=O)O,NC(C=O)Cc1ccsc1
c1ccnc(c1)c2ccc(cn2)CSCC(C(=O)O)N,Q8X,(2~{r})-2-azanyl-3-[(6-pyridin-2-ylpyridin-3-yl)methylsulfanyl]propanal,True,NC(CSCc1ccc(-c2ccccn2)nc1)C(=O)O,NC(C=O)CSCc1ccc(-c2ccccn2)nc1
CC(C)(C)c1cc(ccc1O)CC(C(=O)O)N,QCN,(2~{s})-2-azanyl-3-(3-~{tert}-butyl-4-oxidanyl-phenyl)propanal,True,CC(C)(C)c1cc(CC(N)C(=O)O)ccc1O,CC(C)(C)c1cc(CC(N)C=O)ccc1O
C(C(C(=O)O)N)SC(=O)N,QCS,s-carbamoyl-l-cysteine,True,NC(=O)SCC(N)C(=O)O,NC(=O)SCC(N)C=O
c1ccc2c(c1)ncc(n2)C(=O)NC(CO)C(=O)O,QDS,n-(quinoxalin-2-ylcarbonyl)-d-serine,True,O=C(NC(CO)C(=O)O)c1cnc2ccccc2n1,O=CC(CO)NC(=O)c1cnc2ccccc2n1
c1ccc(cc1)NC(=O)NC2CC(Nc3c2c(cc(c3)Cl)Cl)C(=O)O,QGM,"(2r,4s)-5,7-dichloro-4-[(phenylcarbamoyl)amino]-1,2,3,4-tetrahydroquinoline-2-carboxylic acid",True,O=C(Nc1ccccc1)NC1CC(C(=O)O)Nc2cc(Cl)cc(Cl)c21,O=CC1CC(NC(=O)Nc2ccccc2)c2c(Cl)cc(Cl)cc2N1
c1cc(c(cc1Cl)Cl)c2cc(c(c(c2)CP(=O)(O)O)O)CC(C(=O)O)N,QGP,"(2s)-2-amino-3-[2',4'-dichloro-4-hydroxy-5-(phosphonomethyl)biphenyl-3-yl]propanoic acid",True,NC(Cc1cc(-c2ccc(Cl)cc2Cl)cc(CP(=O)(O)O)c1O)C(=O)O,NC(C=O)Cc1cc(-c2ccc(Cl)cc2Cl)cc(CP(=O)(O)O)c1O
CCC(C)C(C(=O)O)NC=O,QIL,n-formyl-l-isoleucine,True,CCC(C)C(NC=O)C(=O)O,CCC(C)C(C=O)NC=O
Cc1c(c(c(cn1)COP(=O)(O)O)CNC(CCC(=O)N)C(=O)O)O,QLP,n~2~-({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methyl)-l-glutamine,True,Cc1ncc(COP(=O)(O)O)c(CNC(CCC(N)=O)C(=O)O)c1O,Cc1ncc(COP(=O)(O)O)c(CNC(C=O)CCC(N)=O)c1O
C(CCS)CC(C(=O)O)N,QM8,6-sulfanyl-l-norleucine,True,NC(CCCCS)C(=O)O,NC(C=O)CCCCS
C(CC(C(=O)O)N)CS,QMB,5-mercapto-norvaline,True,NC(CCCS)C(=O)O,NC(C=O)CCCS
CCCCCCOc1ccc(cc1)C(=O)NC(C(C)C)C(=O)O,QMH,(2~{s})-2-[(4-hexoxyphenyl)carbonylamino]-3-methyl-butanoic acid,True,CCCCCCOc1ccc(C(=O)NC(C(=O)O)C(C)C)cc1,CCCCCCOc1ccc(C(=O)NC(C=O)C(C)C)cc1
CN(C)C(=O)CCC(C(=O)O)N,QMM,"n,n-dimethyl-l-glutamine",True,CN(C)C(=O)CCC(N)C(=O)O,CN(C)C(=O)CCC(N)C=O
Cc1ccc(c(c1SCC(C(=O)O)N)O)O,QNQ,4-methylcatechol cysteine,True,Cc1ccc(O)c(O)c1SCC(N)C(=O)O,Cc1ccc(O)c(O)c1SCC(N)C=O
Cc1cc(c(c(c1O)O)C)SCC(C(=O)O)N,QNT,"3,6-dimethylcatechol cysteine",True,Cc1cc(SCC(N)C(=O)O)c(C)c(O)c1O,Cc1cc(SCC(N)C=O)c(C)c(O)c1O
Cc1ccc(c(c1O)O)SCC(C(=O)O)N,QNW,3-methylcatechol cysteine,True,Cc1ccc(SCC(N)C(=O)O)c(O)c1O,Cc1ccc(SCC(N)C=O)c(O)c1O
Cc1cc(c(c(c1C)SCC(C(=O)O)N)O)O,QO2,"4,5-dimethylcatechol cysteine",True,Cc1cc(O)c(O)c(SCC(N)C(=O)O)c1C,Cc1cc(O)c(O)c(SCC(N)C=O)c1C
Cc1cc(c(c(c1O)O)SCC(C(=O)O)N)C,QO5,"3,5-dimethylcatechol cysteine",True,Cc1cc(C)c(SCC(N)C(=O)O)c(O)c1O,Cc1cc(C)c(SCC(N)C=O)c(O)c1O
CC(C(=O)O)(OP(=O)(O)O)SCC(C(=O)O)N,QPA,s-[(1s)-1-carboxy-1-(phosphonooxy)ethyl]-l-cysteine,True,CC(OP(=O)(O)O)(SCC(N)C(=O)O)C(=O)O,CC(OP(=O)(O)O)(SCC(N)C=O)C(=O)O
c1ccc(cc1)CC(C(=O)O)NC=O,QPH,n-formyl-l-phenylalanine,True,O=CNC(Cc1ccccc1)C(=O)O,O=CNC(C=O)Cc1ccccc1
C(C(C(=O)O)N)SC(C(C(=O)O)O)C(=O)O,QVA,"(2s,3r)-2-{[(2r)-2-amino-2-carboxyethyl]sulfanyl}-3-hydroxybutanedioic acid",True,NC(CSC(C(=O)O)C(O)C(=O)O)C(=O)O,NC(C=O)CSC(C(=O)O)C(O)C(=O)O
Cc1ccc(cc1C(=O)NCC(C(=O)O)NC(=O)C)S(=O)(=O)F,QX7,n-acetyl-3-{[5-(fluorosulfonyl)-2-methylbenzene-1-carbonyl]amino}-l-alanine,True,CC(=O)NC(CNC(=O)c1cc(S(=O)(=O)F)ccc1C)C(=O)O,CC(=O)NC(C=O)CNC(=O)c1cc(S(=O)(=O)F)ccc1C
CC1(C=C(C([N+]1=O)(C)C)CSSCC(C(=O)O)N)C,R1A,"3-{[(2,2,5,5-tetramethyl-1-oxo-2,5-dihydro-1h-pyrrolium-3-yl)methyl]disulfanyl}-d-alanine",True,CC1(C)C=C(CSSCC(N)C(=O)O)C(C)(C)[N+]1=O,CC1(C)C=C(CSSCC(N)C=O)C(C)(C)[N+]1=O
C(c1c(nsn1)O)C(C(=O)O)N,R2P,"(2r)-2-amino-3-(4-hydroxy-1,2,5-thiadiazol-3-yl)propanoic acid",True,NC(Cc1nsnc1O)C(=O)O,NC(C=O)Cc1nsnc1O
C(C(C(=O)O)N)(C(C(=O)N)O)O,R2T,"beta,gamma-dihydroxyglutamine",True,NC(=O)C(O)C(O)C(N)C(=O)O,NC(=O)C(O)C(O)C(N)C=O
c1ccc2c(c1)C(C(=O)N2)(C(C(C(=O)O)N)O)O,R4K,"(2s,3r)-2-azanyl-3-hydroxy-3-[(3s)-3-hydroxy-2-oxo-1h-indol-3-yl]propanoic acid",True,NC(C(=O)O)C(O)C1(O)C(=O)Nc2ccccc21,NC(C=O)C(O)C1(O)C(=O)Nc2ccccc21
CCCCCCC(CC)(C(=O)O)N,R6E,(2~{r})-2-azanyl-2-ethyl-octanoic acid,True,CCCCCCC(N)(CC)C(=O)O,CCCCCCC(N)(C=O)CC
CN(Cc1cnc2c(n1)C(=O)NC(=N2)N)c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O,R6F,methopterin,True,CN(Cc1cnc2nc(N)[nH]c(=O)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CN(Cc1cnc2nc(N)[nH]c(=O)c2n1)c1ccc(C(=O)NC(C=O)CCC(=O)O)cc1
c1ccc2c(c1)C(C(=O)N2)(CC(C(=O)O)N)O,RE0,"3-[(3r)-3-hydroxy-2-oxo-2,3-dihydro-1h-indol-3-yl]-l-alanine",True,NC(CC1(O)C(=O)Nc2ccccc21)C(=O)O,NC(C=O)CC1(O)C(=O)Nc2ccccc21
C(CC(C=O)N)CNC(=[NH2+])N,RGL,arginal,True,N=C(N)NCCCC(N)C=O,N=C(N)NCCCC(N)C=O
C(CC(=O)OP(=O)(O)O)C(C(=O)O)N,RGP,gamma-glutamyl phosphate,True,NC(CCC(=O)OP(=O)(O)O)C(=O)O,NC(C=O)CCC(=O)OP(=O)(O)O
C(CC(C(=O)O)N)CNC(=N)NP(=O)(O)O,RPI,phospho-arginine,True,N=C(NCCCC(N)C(=O)O)NP(=O)(O)O,N=C(NCCCC(N)C=O)NP(=O)(O)O
C1CN(C1=O)C(CCCN)C(=O)O,RQJ,deoxyproclavaminic acid,True,NCCCC(C(=O)O)N1CCC1=O,NCCCC(C=O)N1CCC1=O
C(C(C(=O)O)N)NNN,RVJ,3-triazan-1-yl-l-alanine,True,NNNCC(N)C(=O)O,NNNCC(N)C=O
CC(C)COP(=O)(C)OCC(C(=O)O)N,RVX,o-[methyl(2-methylpropoxy)phosphoryl]-l-serine,True,CC(C)COP(C)(=O)OCC(N)C(=O)O,CC(C)COP(C)(=O)OCC(N)C=O
CCC(=C(C(=O)O)N)C,RX9,dehydroisoleucine,True,CCC(C)=C(N)C(=O)O,CCC(C)=C(N)C=O
CC(=C(C(=O)O)N)C,RXL,dehydrovaline,True,CC(C)=C(N)C(=O)O,CC(C)=C(N)C=O
CC(C)CC(C(=O)O)NC(=O)c1ccccc1,S0R,(2s)-2-benzamido-4-methyl-pentanoic acid,True,CC(C)CC(NC(=O)c1ccccc1)C(=O)O,CC(C)CC(C=O)NC(=O)c1ccccc1
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)O,S12,o-[(s)-hydroxy{[(2s)-2-hydroxy-3-(octadec-9-enoyloxy)propyl]oxy}phosphoryl]-l-serine,True,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(N)C=O
CCCCCCCCCCCCCCCCS(=O)(=O)OCC(C(=O)O)N,S1H,1-hexadecanosulfonyl-o-l-serine,True,CCCCCCCCCCCCCCCCS(=O)(=O)OCC(N)C(=O)O,CCCCCCCCCCCCCCCCS(=O)(=O)OCC(N)C=O
[B-](CCSCC(C(=O)O)N)(O)(O)O,S2C,s-2-(boronoethyl)-l-cysteine,True,NC(CSCC[B-](O)(O)O)C(=O)O,NC(C=O)CSCC[B-](O)(O)O
Cc1c(c(c(cn1)COP(=O)(O)O)CNC(C)(CO)C(=O)O)O,S5R,(2~{r})-2-methyl-2-[[2-methyl-3-oxidanyl-5-(phosphonooxymethyl)pyridin-4-yl]methylamino]-3-oxidanyl-propanoic acid,True,Cc1ncc(COP(=O)(O)O)c(CNC(C)(CO)C(=O)O)c1O,Cc1ncc(COP(=O)(O)O)c(CNC(C)(C=O)CO)c1O
CCCCC(CCCC)(C(=O)O)N,S9X,2-azanyl-2-butyl-hexanal,True,CCCCC(N)(CCCC)C(=O)O,CCCCC(N)(C=O)CCCC
CN(CCC(C(=O)O)N)CC1C(C(C(O1)n2cnc3c2ncnc3N)O)O,SA8,s-5'-azamethionine-5'-deoxyadenosine,True,CN(CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CN(CCC(N)C=O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CC(=O)NC(CO)C(=O)O,SAC,n-acetyl-serine,True,CC(=O)NC(CO)C(=O)O,CC(=O)NC(C=O)CO
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N,SAH,s-adenosyl-l-homocysteine,True,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C=O)C(O)C1O
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)C[Se]CCC(C(=O)O)N)O)O)N,SAI,s-adenosyl-l-homoselenocysteine,True,Nc1ncnc2c1ncn2C1OC(C[Se]CCC(N)C(=O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(C[Se]CCC(N)C=O)C(O)C1O
C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)n2cnc3c2ncnc3N)O)O,SAM,s-adenosylmethionine,True,C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,C[S+](CCC(N)C=O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CSCCC(C(=O)O)[NH3+])O)O)N,SAO,5'-s-[(3s)-3-azaniumyl-3-carboxypropyl]-5'-thioadenosine,True,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C=O)C(O)C1O
CP(=O)(O)OCC(C(=O)O)N,SBG,o-[(s)-hydroxy(methyl)phosphoryl]-l-serine,True,CP(=O)(O)OCC(N)C(=O)O,CP(=O)(O)OCC(N)C=O
[B-](C(Cc1cccc2c1cccc2)NC(=O)C)(O)(O)OCC(C(=O)O)N,SBL,l-naphthyl-1-acetamido boronic acid alanine,True,CC(=O)NC(Cc1cccc2ccccc12)[B-](O)(O)OCC(N)C(=O)O,CC(=O)NC(Cc1cccc2ccccc12)[B-](O)(O)OCC(N)C=O
CSSCC(C(=O)O)N,SCH,s-methyl-thio-cysteine,True,CSSCC(N)C(=O)O,CSSCC(N)C=O
CCSSCC(C(=O)O)N,SCS,3-(ethyldisulfanyl)-l-alanine,True,CCSSCC(N)C(=O)O,CCSSCC(N)C=O
CC(=O)SCC(C(=O)O)N,SCY,s-acetyl-cysteine,True,CC(=O)SCC(N)C(=O)O,CC(=O)SCC(N)C=O
[B-]1(OCC(CO1)(CO)N)(c2ccc(cc2)CC(C(=O)O)N)O,SD0,"(s)-5-amino-2-(4-(2-amino-2-carboxyethyl)phenyl)-2-hydroxy-5-(hydroxymethyl)-1,3,2-dioxaborinan-2-uide",True,NC(Cc1ccc([B-]2(O)OCC(N)(CO)CO2)cc1)C(=O)O,NC(C=O)Cc1ccc([B-]2(O)OCC(N)(CO)CO2)cc1
C(C(C(=O)O)N)C(=O)NO,SD3,n-hydroxy-d-asparagine,True,NC(CC(=O)NO)C(=O)O,NC(C=O)CC(=O)NO
C1CN=C(NC1C(=O)O)C(CO)N,SDB,"(4s)-2-[(1s)-1-amino-2-hydroxyethyl]-3,4,5,6-tetrahydropyrimidine-4-carboxylic acid",True,NC(CO)C1=NCCC(C(=O)O)N1,NC(CO)C1=NCCC(C=O)N1
CCOP(=O)(OCC)OCC(C(=O)O)N,SDP,2-amino-3-(diethoxy-phosphoryloxy)-propionic acid,True,CCOP(=O)(OCC)OCC(N)C(=O)O,CCOP(=O)(OCC)OCC(N)C=O
C(C(C(=O)O)N)[Se](=O)O,SE7,2-amino-3-selenino-propionic acid,True,NC(C[Se](=O)O)C(=O)O,NC(C=O)C[Se](=O)O
c1ccc(cc1)CS(=O)(=O)OCC(C(=O)O)N,SEB,o-benzylsulfonyl-serine,True,NC(COS(=O)(=O)Cc1ccccc1)C(=O)O,NC(C=O)COS(=O)(=O)Cc1ccccc1
[B-](O)(O)(O)OCC(C(=O)O)N,SEE,trihydroxy(l-serinato-kappao~3~)borate(1-),True,NC(CO[B-](O)(O)O)C(=O)O,NC(C=O)CO[B-](O)(O)O
c1ccc(cc1)COCC(C(=O)O)N,SEM,o-benzyl-l-serine,True,NC(COCc1ccccc1)C(=O)O,NC(C=O)COCc1ccccc1
CN(C)P(=O)(O)OCC(C(=O)O)N,SEN,"o-[n,n-dimethylphosphoramidate]-l-serine",True,CN(C)P(=O)(O)OCC(N)C(=O)O,CN(C)P(=O)(O)OCC(N)C=O
C(C(C(=O)O)N)OP(=O)(O)O,SEP,phosphoserine,True,NC(COP(=O)(O)O)C(=O)O,NC(C=O)COP(=O)(O)O
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CC(CCC(C(=O)O)N)N)O)O)N,SFG,sinefungin,True,Nc1ncnc2c1ncn2C1OC(CC(N)CCC(N)C(=O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CC(N)CCC(N)C=O)C(O)C1O
CC(C)CCC(=O)NC(Cc1ccccc1)C(=O)O,SFK,n-(4-methylpentanoyl)-l-phenylalanine,True,CC(C)CCC(=O)NC(Cc1ccccc1)C(=O)O,CC(C)CCC(=O)NC(C=O)Cc1ccccc1
CC(C)OP(=O)(C)OCC(C(=O)O)N,SGB,o-[(s)-methyl(1-methylethoxy)phosphoryl]-l-serine,True,CC(C)OP(C)(=O)OCC(N)C(=O)O,CC(C)OP(C)(=O)OCC(N)C=O
COP(=O)(N)OCC(C(=O)O)N,SGR,o-[(r)-amino(methoxy)phosphoryl]-l-serine,True,COP(N)(=O)OCC(N)C(=O)O,COP(N)(=O)OCC(N)C=O
CCCCCCSCC(C(=O)O)N,SHC,s-hexylcysteine,True,CCCCCCSCC(N)C(=O)O,CCCCCCSCC(N)C=O
c1cc(ccc1C(C(=O)O)N)OC2C(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O,SHP,(4-hydroxymaltosephenyl)glycine,True,NC(C(=O)O)c1ccc(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)cc1,NC(C=O)c1ccc(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)cc1
CC(C(C(=O)O)NC(=O)C=CCCCCSSCCS(=O)(=O)O)OP(=O)(O)O,SHT,o-phosphono-n-{(2e)-7-[(2-sulfoethyl)dithio]hept-2-enoyl}-l-threonine,True,CC(OP(=O)(O)O)C(NC(=O)C=CCCCCSSCCS(=O)(=O)O)C(=O)O,CC(OP(=O)(O)O)C(C=O)NC(=O)C=CCCCCSSCCS(=O)(=O)O
c1nc2c(n1C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N=CNC2=O,SIB,"(2s)-2-amino-4-({[(2s,3s,4r,5r)-3,4-dihydroxy-5-(6-oxo-1,6-dihydro-9h-purin-9-yl)tetrahydrofuran-2-yl]methyl}thio)butanoic acid",True,NC(CCSCC1OC(n2cnc3c(=O)[nH]cnc32)C(O)C1O)C(=O)O,NC(C=O)CCSCC1OC(n2cnc3c(=O)[nH]cnc32)C(O)C1O
CC(C)C(C)C(C(=O)O)N,SKG, 4-methylisoleucine,True,CC(C)C(C)C(N)C(=O)O,CC(C)C(C)C(N)C=O
CCCC(C)C(C(=O)O)N,SKJ,beta-methylnorleucine,True,CCCC(C)C(N)C(=O)O,CCCC(C)C(N)C=O
CC1C(NC(O1)COCCO)C(=O)O,SL5,"(2s,4s,5r)-2-[(2-hydroxyethoxy)methyl]-5-methyl-1,3-oxazolidine-4-carboxylic acid",True,CC1OC(COCCO)NC1C(=O)O,CC1OC(COCCO)NC1C=O
C(CCNC(=O)CCC(=O)O)CC(C(=O)O)N,SLL,(2s)-2-azanyl-6-[(4-hydroxy-4-oxo-butanoyl)amino]hexanoic acid,True,NC(CCCCNC(=O)CCC(=O)O)C(=O)O,NC(C=O)CCCCNC(=O)CCC(=O)O
C(CSCC(C(=O)O)N)N,SLZ,l-thialysine,True,NCCSCC(N)C(=O)O,NCCSCC(N)C=O
c1cc(ccc1CC(C(=O)O)N)CS(=O)(=O)O,SMF,4-sulfomethyl-l-phenylalanine,True,NC(Cc1ccc(CS(=O)(=O)O)cc1)C(=O)O,NC(C=O)Cc1ccc(CS(=O)(=O)O)cc1
C(C(C(=O)O)N)SN=O,SNC,s-nitroso-cysteine,True,NC(CSN=O)C(=O)O,NC(C=O)CSN=O
CC(=O)Sc1c([nH]cn1)CC(C(=O)O)N,SNK,(2~{r})-2-azanyl-3-(4-ethanoylsulfanyl-1~{h}-imidazol-5-yl)propanoic acid,True,CC(=O)Sc1nc[nH]c1CC(N)C(=O)O,CC(=O)Sc1nc[nH]c1CC(N)C=O
CN(C)C(CO)C(=O)O,SNM,"n,n-dimethyl-l-serine",True,CN(C)C(CO)C(=O)O,CN(C)C(C=O)CO
C1C(C(C(C(O1)(CNC(CCC(=O)N)C(=O)O)O)O)O)O,SNW,deoxyfructosylglutamine,True,NC(=O)CCC(NCC1(O)OCC(O)C(O)C1O)C(=O)O,NC(=O)CCC(C=O)NCC1(O)OCC(O)C(O)C1O
C(C(C(=O)O)N)[SeH](=O)=O,SOC,dioxyselenocysteine,True,NC(C[SeH](=O)=O)C(=O)O,NC(C=O)C[SeH](=O)=O
CC(C(C(=O)O)NC=CC=O)(C(=O)OCC(=O)N)S(O)O,SR3,"(2s,3r)-4-(2-amino-2-oxoethoxy)-3-(dihydroxy-lambda~4~-sulfanyl)-3-methyl-4-oxo-2-{[(1e)-3-oxoprop-1-en-1-yl]amino}butanoic acid",True,CC(C(=O)OCC(N)=O)(C(NC=CC=O)C(=O)O)[SH](O)O,CC(C(=O)OCC(N)=O)(C(C=O)NC=CC=O)[SH](O)O
C(CO)COCC(C(=O)O)N,SRZ,propoxy-l-serine,True,NC(COCCCO)C(=O)O,NC(C=O)COCCCO
c1cc(ccc1CC(C(=O)O)N)OS(=O)(=O)O,STY,tyrosine-o-sulphonic acid,True,NC(Cc1ccc(OS(=O)(=O)O)cc1)C(=O)O,NC(C=O)Cc1ccc(OS(=O)(=O)O)cc1
C(CC(C(=O)O)NC(=O)CCC(=O)O)CNC(=N)N,SUG,n~2~-(3-carboxypropanoyl)-l-arginine,True,N=C(N)NCCCC(NC(=O)CCC(=O)O)C(=O)O,N=C(N)NCCCC(C=O)NC(=O)CCC(=O)O
CCOP(=O)(N(C)C)OCC(C(=O)O)N,SUN,o-[(r)-(dimethylamino)(ethoxy)phosphoryl]-l-serine,True,CCOP(=O)(OCC(N)C(=O)O)N(C)C,CCOP(=O)(OCC(N)C=O)N(C)C
C(CC(C(=O)O)NC(=O)CCC(=O)O)CN,SUO,n~2~-(3-carboxypropanoyl)-l-ornithine,True,NCCCC(NC(=O)CCC(=O)O)C(=O)O,NCCCC(C=O)NC(=O)CCC(=O)O
C(C(C(=O)O)N)OP(=O)(N)O,SVV,o-[(s)-amino(hydroxy)phosphoryl]-l-serine,True,NC(COP(N)(=O)O)C(=O)O,NC(C=O)COP(N)(=O)O
CCOP(=O)(C)OCC(C(=O)O)N,SVX,o-[(r)-ethoxy(methyl)phosphoryl]-l-serine,True,CCOP(C)(=O)OCC(N)C(=O)O,CCOP(C)(=O)OCC(N)C=O
CC(C)OP(=O)(OCC(C(=O)O)N)OC(C)C,SVY,o-[bis(1-methylethoxy)phosphoryl]-l-serine,True,CC(C)OP(=O)(OCC(N)C(=O)O)OC(C)C,CC(C)OP(=O)(OCC(N)C=O)OC(C)C
CC(C)NP(=O)(O)OCC(C(=O)O)N,SVZ,o-[(s)-hydroxy(isopropylamino)phosphoryl]-l-serine,True,CC(C)NP(=O)(O)OCC(N)C(=O)O,CC(C)NP(=O)(O)OCC(N)C=O
c1c(c2c(ncnc2n1C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N)Br,SX0,"(2s)-2-amino-4-({[(2s,3s,4r,5r)-5-(4-amino-5-bromo-7h-pyrrolo[2,3-d]pyrimidin-7-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl}sulfanyl)butanoic acid (non-preferred name)",True,Nc1ncnc2c1c(Br)cn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,Nc1ncnc2c1c(Br)cn2C1OC(CSCCC(N)C=O)C(O)C1O
CCOP(=O)(NC(C)C)OCC(C(=O)O)N,SXE,o-{(s)-ethoxy[(1-methylethyl)amino]phosphoryl}-l-serine,True,CCOP(=O)(NC(C)C)OCC(N)C(=O)O,CCOP(=O)(NC(C)C)OCC(N)C=O
CC(C)CC(=O)NC(CCSCC1C(C(C(O1)n2cnc3c2ncnc3N)O)O)C(=O)O,SXZ,"(2s)-4-({[(2s,3s,4r,5r)-5-(6-amino-9h-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl}sulfanyl)-2-[(3-methylbutanoyl)amino]butanoic acid",True,CC(C)CC(=O)NC(CCSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(=O)O,CC(C)CC(=O)NC(C=O)CCSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
C(C(C(=O)O)N)[Se]CC(=O)N,SYS,3-[(2-amino-2-oxoethyl)selanyl]-l-alanine,True,NC(=O)C[Se]CC(N)C(=O)O,NC(=O)C[Se]CC(N)C=O
CNC(Cc1cn(c2c1cccc2)OC)C(=O)O,SZF,1-methoxy-n-methyl-l-tryptophan,True,CNC(Cc1cn(OC)c2ccccc12)C(=O)O,CNC(C=O)Cc1cn(OC)c2ccccc12
c1cc(ccc1C=C2C(=O)NC(=S)S2)NCc3ccc(c(c3)C(=O)NC(CCC(=O)O)C(=O)O)F,T04,"2-[[2-fluoro-5-[[[4-[(z)-(4-oxo-2-sulfanylidene-1,3-thiazolidin-5-ylidene)methyl]phenyl]amino]methyl]phenyl]carbonylamino]pentanedioic acid",True,O=C(O)CCC(NC(=O)c1cc(CNc2ccc(C=C3SC(=S)NC3=O)cc2)ccc1F)C(=O)O,O=CC(CCC(=O)O)NC(=O)c1cc(CNc2ccc(C=C3SC(=S)NC3=O)cc2)ccc1F
CCCCC(C)CC(C(=O)O)N,T09,"(2s,4r)-2-amino-4-methyloctanoic acid",True,CCCCC(C)CC(N)C(=O)O,CCCCC(C)CC(N)C=O
c1cn(cn1)c2cc(c(cc2O)O)CC(C(=O)O)N,T0I,"(2s)-2-amino-3-(2,4-dihydroxy-5-imidazol-1-yl-phenyl)propanoic acid",True,NC(Cc1cc(-n2ccnc2)c(O)cc1O)C(=O)O,NC(C=O)Cc1cc(-n2ccnc2)c(O)cc1O
c1cc(ccc1CC(C(=O)O)N)C2(NN2)C(F)(F)F,T11,4-[3-(trifluoromethyl)diaziridin-3-yl]-l-phenylalanine,True,NC(Cc1ccc(C2(C(F)(F)F)NN2)cc1)C(=O)O,NC(C=O)Cc1ccc(C2(C(F)(F)F)NN2)cc1
CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCn4cc(nn4)CCCC(=O)NCC(=O)O)C,T17,"{[4-(1-{3-[(3as,4r,7r,9r,10r,11r,13r,15r,15ar)-10-{[(2s,3r,4s,6r)-4-(dimethylamino)-3-hydroxy-6-methyltetrahydro-2h-pyran-2-yl]oxy}-4-ethyl-11-methoxy-3a,7,9,11,13,15-hexamethyl-2,6,8,14-tetraoxododecahydro-2h-oxacyclotetradecino[4,3-d][1,3]oxazol-1(4h)-yl]propyl}-1h-1,2,3-triazol-4-yl)butanoyl]amino}acetic acid",True,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCn3cc(CCCC(=O)NCC(=O)O)nn3)C(=O)OC12C,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCn3cc(CCCC(=O)NCC=O)nn3)C(=O)OC12C
c1cc(cc(c1)NCc2ccc(cc2)C=C3C(=O)NC(=S)S3)C(=O)NC(CCC(=O)O)C(=O)O,T26,"(2r)-2-[[3-[[4-[(z)-(4-oxo-2-sulfanylidene-1,3-thiazolidin-5-ylidene)methyl]phenyl]methylamino]phenyl]carbonylamino]pentanedioic acid",True,O=C(O)CCC(NC(=O)c1cccc(NCc2ccc(C=C3SC(=S)NC3=O)cc2)c1)C(=O)O,O=CC(CCC(=O)O)NC(=O)c1cccc(NCc2ccc(C=C3SC(=S)NC3=O)cc2)c1
